"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
529,"microsoft/MCW-Migrating-SQL-databases-to-Azure",264,1019,117,40202,8615,152,33,7,42,NULL,4,22,10,23,5,255,125,82,0,3,104,42,0,0,0,0,0,2,271,41,343,0,1,2,182243,0,1,1019,0,5,0,85,0,4893,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,85,1,2,0,0,0,0,0,0,0,"2022-03-15 08:44:02.512099","2022-03-15 08:44:02.512099"
530,"MicrosoftDocs/OfficeDocs-SkypeForBusiness-pr.ru-RU",13,1657,1230,332747,166715,25596,12824,96,53,NULL,1,3,6,2,1,28212,14376,2,0,1,2,2,2,0,0,0,0,1,5446,123,29,0,2,2,275773,0,6,1657,0,1,0,1,0,2093,2,2,15,8,7,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-15 08:44:35.469119","2022-03-15 08:44:35.469119"
531,"Azure-Samples/cognitive-services-csharp-call-center",18,1315,903,2413,152,134,8,3,18,NULL,2,7,0,0,0,0,0,14,0,1,0,2,2,0,0,0,0,0,0,31,156,0,1,1,222,0,2,1315,0,1,0,11,0,4264,16,2,343,298,171,149,0,0,11,5,156,31,11,0,0,1,1,2,2,371,0,25,1,185,223573,NULL,11,1,2,0,0,0,0,0,0,0,"2022-03-15 08:44:57.231333","2022-03-15 08:44:57.231333"
532,"MicrosoftDocs/EnableXliffTranformGitHub.nl-NL",2,1310,1309,661,93,331,47,5,96,NULL,1,1,1,2,1,330,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1310,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-15 08:45:07.108958","2022-03-15 08:45:07.108958"
533,"microsoft/CameraTraps",3001,1251,15,1789099,507115,596,169,7,91,NULL,5,42,23,102,13,547,410,154,0,3,181,279,2,12,0,0,0,0,606,38,828,0,1,4,173486,6,9,1251,0,10,0,411,0,12946,156,2,512,191,256,95,0,0,0,1,4847,88,4,1,0,1,1,1,1,164,1181,46,1,164,245590501,NULL,411,1,5,0,0,0,0,0,0,0,"2022-03-15 09:15:48.514962","2022-03-15 09:15:48.514962"
534,"etomar/prg2019",532,907,659,825,735,2,1,1,16,NULL,4,28,29,17,7,1,1,1,0,1,1,1,1,0,0,0,0,1,73,15,0,0,1,1,417,0,1,907,0,0,0,4,0,3957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-15 09:20:29.939298","2022-03-15 09:20:29.939298"
535,"ARMmbed/DAPLink",2330,3063,19,7150855,3619225,3069,1553,10,124,NULL,2,56,83,22,6,2766,2487,714,0,4,3630,925,106,257,0,0,0,3,258,40,515,0,1,9,26419,9,14,2725,2,5,1,1424,25,4515,739,17,624648,7591,36744,446,0,5,3,22,282,36,56,1,0,1,3,17,17,17453,1185,14,1,872,3900936,NULL,1424,1,5,4,0.49473668981481483,0.48445891203703706,0.010277777777777778,0,2,0,"2022-03-15 10:38:49.51396","2022-03-15 10:38:49.51396"
536,"OWASP/owasp-mstg",7720,1991,4,571958,439484,74,57,3,54,NULL,7,141,100,52,7,49,46,1789,0,16,3229,2041,119,417,0,0,0,1,239,40,351,1,2,92,382396,18,13,1992,5,4,3,8723,0,11678,1867,13,671,322,51,24,0,2,6,5,534,44,2,1,0,1,2,14,14,68359,771,21,5,936,10042305,NULL,8723,4,279,78,0.12699667616334284,0.05064414173789174,0.07635253442545109,0,10,0,"2022-03-15 12:01:07.019921","2022-03-15 12:01:07.019921"
537,"microsoft/.NET-Modernization-In-a-Day",9,700,650,54432,30,6048,3,34,20,NULL,3,7,2,4,2,6760,3,36,0,2,7,19,16,0,0,0,0,0,301,34,257,0,1,4,85874,0,1,700,0,5,0,40,0,6968,41,3,675,54404,225,18134,0,0,0,1,328,39,422,0,0,1,1,0,0,0,0,0,0,0,0,NULL,40,1,3,0,0,0,0,0,0,0,"2022-03-15 12:01:32.130835","2022-03-15 12:01:32.130835"
538,"microsoft/MTC_TeamsGuestAccess",17,846,827,522,62,31,4,1,24,NULL,3,7,2,8,2,12,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6169,0,1,846,0,1,0,5,0,2031,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-15 14:43:45.341281","2022-03-15 14:43:45.341281"
539,"teamlead11/GitNew5",180,1046,1000,13057,2646,73,15,5,34,NULL,12,41,22,3,1,24,12,1,0,1,6,78,7,0,0,0,0,0,17,14,11,0,6,23,149,0,36,1043,0,1,0,0,0,0,1,7,614,63,87,9,0,0,0,21,6,15,6,0,0,1,3,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-15 14:45:33.275432","2022-03-15 14:45:33.275432"
540,"epfml/ML_course",115,280,39,938321,277986,8159,2417,6,22,NULL,2,6,10,9,3,9429,2807,615,0,17,40,70,3,0,0,0,0,0,160,24,107,0,1,3,390368,0,1,2071,0,4,0,791,0,635,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,791,1,45,0,0,0,0,0,0,0,"2022-03-15 15:00:42.749064","2022-03-15 15:00:42.749064"
541,"Azure-Samples/iot-hub-c-m0wifi-getstartedkit",66,2176,1161,5159,1187,78,18,2,47,NULL,2,6,10,5,3,74,25,8,0,1,62,47,4,16,0,0,0,1,313,43,274,0,2,15,10179,0,2,2203,0,4,0,5,0,36357,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-15 15:01:30.876785","2022-03-15 15:01:30.876785"
542,"Azure-Samples/app-service-java-manage-data-connections-for-web-apps-on-linux",29,1799,104,7637,1772,263,61,2,20,NULL,1,3,13,2,1,296,156,1,0,1,0,1,0,0,0,0,0,0,0,20,0,0,1,1,88,0,2,1799,0,1,0,0,0,1885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,320,0,77,1,40,31017,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-15 15:01:56.685124","2022-03-15 15:01:56.685124"
543,"Azure/azure-iot-hub-vs-cs",115,2293,2042,11150,4226,97,37,6,38,NULL,3,7,4,27,5,137,74,14,0,1,36,18,8,0,0,0,0,2,285,50,671,0,1,2,24543,0,3,2223,0,5,0,27,0,1085,14,1,549,173,549,173,0,0,0,24,0,19,73,0,0,1,1,0,0,0,0,0,0,0,0,NULL,27,1,2,0,0,0,0,0,0,0,"2022-03-15 15:03:12.965437","2022-03-15 15:03:12.965437"
544,"heenice42/2019-01_TechnicalWriting_YA",21,1039,1016,8489,68,404,3,10,17,NULL,4,11,10,2,1,418,17,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,1,1057,0,0,0,2,0,185,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-16 06:45:55.647309","2022-03-16 06:45:55.647309"
545,"Azure-Samples/service-bus-java-manage-queue-with-basic-features",30,1799,105,7841,1850,261,62,2,24,NULL,1,3,0,0,0,0,0,6,0,1,1,5,2,0,0,0,0,0,151,53,585,0,1,1,90,0,2,1799,0,1,0,5,0,1958,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,364,0,64,1,45,31420,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-16 06:46:21.636815","2022-03-16 06:46:21.636815"
546,"Azure-Samples/cognitive-services-language-understanding",42,1190,379,95436,167,2272,4,12,57,NULL,2,8,10,4,2,2385,3,135,0,2,17,64,28,34,0,0,0,0,139,60,2451,0,1,4,3449,0,15,1190,0,12,0,81,0,72680,135,18,78348,159132,4352,8840,0,0,0,1,4429,85,39,1,0,1,2,8,8,554,0,37,1,69,6235410,NULL,81,1,2,0,0,0,0,0,0,0,"2022-03-16 06:47:16.600919","2022-03-16 06:47:16.600919"
547,"MicrosoftDocs/office-developer-exchange-ews-proxy-ref-dotnet",62,1423,264,161059,176,2598,3,6,56,NULL,3,6,9,2,1,6705,2,6,0,1,37,19,1,0,0,0,0,1,2933,29,43,0,1,2,11590,0,5,1423,0,1,0,2,0,373,6,1,2,2,2,2,0,1,0,1,29,123,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-16 06:47:48.681744","2022-03-16 06:47:48.681744"
548,"MicrosoftDocs/OfficeDocs-Exchange-Test-pr.ko-kr",117,1420,826,612082,117571,5231,1005,45,54,NULL,3,15,11,7,2,2527,604,11,0,4,42,25,0,0,0,0,0,1,11672,29,8,0,1,2,14224,0,5,1420,0,1,0,2,0,373,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-16 06:49:27.372679","2022-03-16 06:49:27.372679"
549,"Azure-Samples/serverless-keyvault-secret-rotation-handling",19,760,279,2349,1004,124,53,3,60,NULL,2,6,0,0,0,0,0,11,0,2,2,7,0,0,0,0,0,0,153,23,224,0,1,4,1625,5,2,760,0,3,0,19,0,13928,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,274,0,71,1,54,1565537,NULL,19,1,4,0,0,0,0,0,0,0,"2022-03-16 06:49:47.689399","2022-03-16 06:49:47.689399"
550,"Azure-Samples/iot-remote-monitoring-c-raspberrypi-getstartedkit",8,1778,1139,2994,34,374,4,5,44,NULL,3,6,4,1,1,495,2,7,0,1,9,9,0,0,0,0,0,1,172,31,35,0,1,4,438,0,2,1778,0,3,0,3,0,1624,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-16 06:50:06.099042","2022-03-16 06:50:06.099042"
551,"MicrosoftDocs/OfficeDocs-FastTrack-pr.th-TH",2,1300,1262,575,0,288,0,4,65,NULL,1,1,1,1,1,575,0,1,0,1,2,2,2,0,0,0,0,1,1560,123,29,0,2,2,7280,0,7,1302,0,1,0,2,0,373,1,2,7,8,3,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-16 06:50:18.601773","2022-03-16 06:50:18.601773"
552,"MicrosoftDocs/powerapps_script_test-pr.ko-kr",5,1128,119,46334,17224,9267,3445,99,45,NULL,3,4,2,2,1,9266,3444,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,2,1128,0,1,0,1,0,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-16 06:50:33.551114","2022-03-16 06:50:33.551114"
553,"microsoft/c9-dev-intro-data-science",19,707,518,2020,126,106,7,2,35,NULL,3,6,4,4,1,125,7,26,0,2,1,2,0,0,0,0,0,0,11,26,56,0,1,1,68,0,1,707,0,2,0,87,0,7263,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,87,1,7,0,0,0,0,0,0,0,"2022-03-16 06:50:53.26173","2022-03-16 06:50:53.26173"
554,"Azure-Samples/active-directory-android-native-oidcandroidlib-v2",18,2205,1433,6228,842,346,47,13,40,NULL,2,3,5,2,1,517,68,3,0,1,10,5,0,1,0,0,0,2,64,47,73,0,1,1,298,0,3,2190,0,1,0,1,0,394,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-16 06:51:12.507357","2022-03-16 06:51:12.507357"
555,"wubin28/git-kata-humans-txt-2019-04-16",64,1075,1064,757,59,12,1,1,20,NULL,8,23,8,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,35,1070,0,1,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,2,2,0,0,0,0,0,0,0,"2022-03-16 06:51:47.961122","2022-03-16 06:51:47.961122"
556,"sgubar/2021",866,415,273,121325,10716,140,12,4,18,NULL,9,49,32,25,6,65,10,8,0,3,0,3,3,0,0,0,0,0,0,14,18,0,1,2,26780,0,2,415,0,3,0,0,0,40,8,3,3,0,1,0,0,0,0,1,18,14,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-16 07:02:40.553416","2022-03-16 07:02:40.553416"
557,"hotosm/devops-docs",16,1084,352,1133,53,71,3,3,26,NULL,1,2,3,5,4,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,352,0,4,0,0,0,11483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-16 07:03:33.91176","2022-03-16 07:03:33.91176"
558,"Aileshare/Demo",116,1399,1399,266,110,2,1,2,29,NULL,116,116,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,16,6,0,1,1,47,0,54,1399,0,0,0,2,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-16 07:04:35.362893","2022-03-16 07:04:35.362893"
559,"MicrosoftDocs/OfficeDocs-AlchemyInsights-pr.th-TH",1180,1155,1,308562,203307,261,172,24,26,NULL,2,79,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1569,123,29,0,2,2,43340,0,6,1155,0,1,0,3,0,676,2,2,5,5,2,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-16 08:39:18.779395","2022-03-16 08:39:18.779395"
560,"Azure/Fleet-PRSE",4,1267,1267,455,0,114,0,1,14,NULL,4,4,2,2,1,113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1267,0,0,0,1,0,2052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-16 08:39:29.183493","2022-03-16 08:39:29.183493"
561,"Azure-Samples/compute-ruby-msi-vm",23,1668,1545,2395,700,104,30,3,41,NULL,3,8,5,3,1,76,24,5,0,1,12,5,0,2,0,0,0,2,171,40,104,0,1,1,33,5,1,1668,0,1,0,0,0,14738,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-16 08:41:52.052333","2022-03-16 08:41:52.052333"
562,"LangeHenrik/SDU-ITI-F19",883,1137,1049,1822115,679700,2064,770,18,40,NULL,13,124,53,12,3,1329,1053,9,0,3,30,185,18,1,0,0,0,0,113,16,45,0,6,52,592630,0,98,1150,0,7,0,7,0,0,9,18,57636,13303,3202,739,0,0,0,6,51,17,54,0,0,1,7,0,0,0,0,0,0,0,0,NULL,7,1,3,0,0,0,0,0,0,0,"2022-03-17 10:16:32.198111","2022-03-17 10:16:32.198111"
563,"Azure/blackbelt-aks-hackfest",832,1557,764,216656,41044,260,49,6,48,NULL,12,102,20,12,2,390,309,271,0,9,183,189,68,19,0,0,0,0,319,40,2000,0,1,9,222557,7,74,1557,0,5,1,217,0,4282,342,61,45238,17130,741,280,0,0,0,1,5625,45,2,0,0,1,3,0,0,0,0,0,0,0,0,NULL,217,1,6,0,0,0,0,0,0,0,"2022-03-18 19:55:12.968689","2022-03-18 19:55:12.968689"
564,"doubleencore/de-ListComprehensions",2,3136,3136,1356,0,678,0,11,47,NULL,2,2,2,1,1,678,0,0,0,0,1,1,1,1,1,0,0,1,527,42,849,0,1,1,140,0,2,3136,0,1,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-18 19:55:23.399156","2022-03-18 19:55:23.399156"
565,"MathieuHoude/ExerciceGit1",49,1017,431,119,60,2,1,1,27,NULL,3,8,14,2,1,2,1,98,0,18,1,35,8,0,0,0,0,0,26,20,14,0,2,9,52,0,91,983,0,0,0,1,0,1832,98,8,44,6,5,0,0,0,0,1,2,21,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-18 19:55:45.417314","2022-03-18 19:55:45.417314"
566,"Azure-Samples/azure-cosmos-db-partition-key-advisor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,41820,0,12,0,1,3,6,5,0,0,0,0,0,151,72,1296,0,1,1,783,0,1,977,0,4,0,20,0,1492,12,1,10,24,10,24,0,1,0,1,1286,72,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,20,1,3,0,0,0,0,0,0,0,"2022-03-18 19:55:56.052074","2022-03-18 19:55:56.052074"
567,"MicrosoftDocs/OfficeDocs-AlchemyInsights-pr.ru-RU",110,34,4,29048,25369,264,231,41,26,NULL,14,42,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1570,123,29,0,2,2,53407,0,6,1158,0,1,0,2,0,774,2,2,5,5,2,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-18 19:56:07.663591","2022-03-18 19:56:07.663591"
568,"MicrosoftDocs/azure-docs-sdk-go.ru-RU",44,1493,955,2283,792,52,18,2,30,NULL,1,4,3,14,9,51,18,4,0,2,2,1,0,1,1,0,0,2,358,4,668,0,1,1,216,0,4,1493,0,1,0,2,0,688,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-18 19:56:42.685073","2022-03-18 19:56:42.685073"
569,"Azure/Azure-Sentinel",15963,1309,0,99617440,32204772,6241,2017,10,57,NULL,16,172,99,92,18,1100,774,1415,1,9,5861,4446,175,610,0,0,0,1,352,38,384,3,5,22,1472932,2,526,1309,5,10,0,2138,0,11658,1492,81,72523,37663,895,464,0,3,3,7,866,41,11,1,0,1,4,0,0,0,0,0,0,0,0,NULL,2138,2,21,60,0.0418701774691358,0.037946566358024694,0.003923611111111111,0,7,0,"2022-03-18 23:23:35.707705","2022-03-18 23:23:35.707705"
570,"microsoftgraph/angular-connect-rest-sample",94,2377,1163,2915,1556,31,17,2,36,NULL,3,14,9,6,2,23,1,22,0,1,33,22,0,7,0,0,0,1,221,38,169,0,1,3,168,0,4,2377,0,3,0,48,0,5368,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,48,1,1,0,0,0,0,0,0,0,"2022-03-18 23:23:46.688567","2022-03-18 23:23:46.688567"
571,"MicrosoftDocs/EnableXliffTranformGitHubProd.pt-BR",2,1313,144,607,2,304,1,5,94,NULL,1,1,2,1,1,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,1313,0,1,0,2,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-18 23:42:22.960455","2022-03-18 23:42:22.960455"
572,"tushartushar/theGreekLegacy",65,1844,1812,617,213,9,3,1,28,NULL,5,22,23,1,1,8,2,3,0,2,5,2,1,0,0,0,0,2,103,16,80,0,1,1,66,0,1,1844,0,0,0,14,0,919,3,1,31,31,31,31,0,0,0,1,87,20,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,14,1,3,0,0,0,0,0,0,0,"2022-03-18 23:42:39.344794","2022-03-18 23:42:39.344794"
573,"alenFMF/ROM-19-20-Vaje",284,871,615,18806,5596,66,20,1,20,NULL,19,142,45,2,1,73,22,4,0,1,0,1,1,0,0,0,0,0,0,16,0,0,1,1,251,0,1,871,0,1,0,1,0,2247,4,1,1,0,1,0,0,0,0,1,0,16,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-18 23:45:01.905404","2022-03-18 23:45:01.905404"
574,"Azure/uk-official-paas-webapp",19,1369,862,2434,70,128,4,2,34,NULL,3,7,4,3,1,28,1,9,0,1,7,5,2,0,0,0,0,1,672,29,129,0,1,1,81,0,2,1369,0,1,0,5,0,15176,10,1,1,1,1,1,0,0,0,1,56,16,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-18 23:45:17.149445","2022-03-18 23:45:17.149445"
575,"MicrosoftDocs/EMDocs",4812,2240,114,489862,383498,102,80,6,57,NULL,10,74,85,12,4,74,70,49,0,3,147,213,1,231,1,0,0,0,262,19,26,0,1,4,31205,0,5,2240,0,1,0,10,0,645,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,1,1,0,0,0,0,0,0,0,"2022-03-19 00:22:45.362769","2022-03-19 00:22:45.362769"
576,"microsoft/v8-jsi",175,781,10,121127,29121,692,166,10,172,NULL,2,10,10,8,6,699,174,20,0,3,106,118,5,61,0,0,0,0,533,33,314,0,1,3,808,0,7,781,0,8,0,87,0,3342,20,2,557,345,278,172,0,2,7,5,393,24,5,0,0,1,1,0,0,0,0,0,0,0,0,NULL,87,1,16,0,0,0,0,0,0,0,"2022-03-19 00:24:51.218521","2022-03-19 00:24:51.218521"
577,"joyce-adri/Examen_Final",51,1660,1651,459,63,9,1,1,16,NULL,9,18,1,51,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,31,1660,0,1,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 00:25:00.503888","2022-03-19 00:25:00.503888"
578,"skasberger/datenanalyse-ss18",1236,1412,1369,83168,12678,67,10,2,32,NULL,49,224,37,14,2,53,13,36,0,27,15,121,80,70,0,0,0,0,166,35,558,0,10,67,11455,0,2,1412,0,1,0,1,0,3738,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-19 00:36:53.757232","2022-03-19 00:36:53.757232"
579,"MicrosoftDocs/aog_codesample",6,813,813,89622,350,14937,58,51,26,NULL,6,6,2,2,1,17854,70,5,0,1,0,12,12,24,2,0,0,0,0,88,3593,0,2,4,35673,0,13,813,0,9,0,3,0,3277,5,12,12,12,1,1,0,0,0,1,3593,88,1,2,0,1,4,1,1,344,0,25,1,344,53052032,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-19 00:37:26.529326","2022-03-19 00:37:26.529326"
580,"Azure/appservice-build-test1",7,751,751,651,0,93,0,2,31,NULL,7,7,2,2,1,43,0,1,0,1,0,1,0,0,0,0,0,0,0,22,0,0,1,1,10,0,2,751,0,2,0,1,0,3277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,102,0,25,1,102,5849,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-19 00:37:43.831885","2022-03-19 00:37:43.831885"
581,"microsoft/AnsibleLabs",86,1038,912,78560,19714,913,229,7,24,NULL,3,15,5,9,2,937,147,51,0,2,1,2,1,0,0,0,0,0,185,38,482,0,2,2,5352,0,1,1038,0,4,0,62,0,2912,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,62,1,2,0,0,0,0,0,0,0,"2022-03-19 00:37:59.457364","2022-03-19 00:37:59.457364"
582,"Azure/autorest.test",79,758,467,9879,4191,125,53,3,28,NULL,3,9,2,3,1,21,2,4,0,1,12,20,3,0,0,0,0,0,19,35,21,0,2,6,139,0,1,758,0,5,0,2,0,1148,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-19 00:42:17.662016","2022-03-19 00:42:17.662016"
583,"SPM587FA18/SCM587FA18",1024,1239,1214,5718,1510,6,1,2,53,NULL,93,294,79,3,1,1,0,74,0,34,24,356,36,1101,3,0,0,0,28,32,5,0,35,118,2577,0,13,1239,0,1,1,0,0,13,74,1,2,1,2,1,0,0,0,2,98,39,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 00:51:51.714391","2022-03-19 00:51:51.714391"
584,"MLH/mlh-localhost-github",2547,1118,112,13667,4377,5,2,1,49,NULL,23,195,100,2,1,5,1,2138,1,189,897,2065,1534,6,0,0,0,0,23,23,12,1,6,175,763,0,10,1118,1,4,0,129,339,2954,2577,1532,5421,2230,3,1,0,0,0,2,10,22,1,0,0,1,168,0,0,0,0,0,0,0,0,NULL,129,1,3,2,0.004780092592592593,0.004780092592592593,0,0,2,0,"2022-03-19 01:37:54.824516","2022-03-19 01:37:54.824516"
585,"apcjlquesada/mobprogmi181mi183",390,996,911,2498,954,6,2,3,44,NULL,98,376,32,3,1,1,0,4,0,4,0,1,0,0,0,0,0,0,0,19,0,0,1,1,219,0,1,996,0,0,0,0,0,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-19 01:41:13.472286","2022-03-19 01:41:13.472286"
