"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
273,"lukawskipaul/BOTM",851,1184,1032,62530555,13608093,73479,15991,44,59,NULL,10,47,23,26,6,31156,16894,0,0,0,1,42,0,0,0,0,0,0,86,16,14,0,2,4,1746295,0,28,1185,0,10,0,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33,41,17,1,16,613685241,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-06 04:48:05.236688","2022-03-06 04:48:05.236688"
274,"spacetelescope/stsci.ndimage",62,5071,1359,68581,30487,1106,492,5,302,NULL,1,4,6,8,5,1527,784,1,0,1,11,7,4,1,0,0,0,1,184,16,273,0,1,2,585,0,6,2207,0,3,0,0,0,0,1,1,64,572,64,572,0,0,0,3,0,21,5,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 04:48:47.491461","2022-03-06 04:48:47.491461"
275,"microsoft/surface-duo-sdk",61,667,2,69672,9629,1142,158,33,289,NULL,2,7,0,0,0,0,0,15,0,2,40,87,6,9,0,0,0,0,498,42,257,0,1,5,1347,4,5,667,21,2,0,35,0,4020,15,2,714,10,357,5,0,0,0,1,0,45,15,0,0,1,1,30,30,0,301,22,0,0,0,NULL,35,1,2,6,0.2588020833333333,0.22765817901234567,0.031143904320987653,0,2,0,"2022-03-06 04:49:53.044996","2022-03-06 04:49:53.044996"
276,"MicrosoftDocs/security-updates.cs-cz",761,1636,104,2751097,1706228,3615,2242,21,31,NULL,36,162,19,27,1,3073,2028,2,0,1,201,230,1,0,0,0,0,0,8984,16,3,0,17,48,10000,0,3,1636,0,1,0,1,0,373,2,1,1,1,1,1,0,1,0,1,19,8,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 04:59:06.310161","2022-03-06 04:59:06.310161"
277,"Azure-Samples/compute-dotnet-manage-managed-disks",3,782,412,36086,20,12029,7,32,16,NULL,1,1,2,1,1,12028,6,0,0,0,0,1,1,1,1,0,0,0,0,75,2512,0,1,1,27572,0,2,783,0,7,0,0,0,1360,0,1,1,1,1,1,0,0,0,1,2512,75,1,1,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 07:26:01.889366","2022-03-06 07:26:01.889366"
278,"MicrosoftDocs/azure-docs-sdk-node.ko-KR",317,1662,942,5682393,2713958,17926,8561,77,26,NULL,3,76,8,39,11,17925,8561,3,0,1,1,1,0,0,0,0,0,1,946,14,0,0,1,1,35682,0,4,1662,0,1,0,2,0,1128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-06 07:31:01.869858","2022-03-06 07:31:01.869858"
279,"Pietia1978/kwztutorial",606,2536,385,23822,2012,39,3,2,25,NULL,4,53,100,1,1,29,4,30,0,2,2,22,3,0,0,0,0,0,18,14,25,0,1,4,5008,0,9,2536,0,1,0,3,0,27,48,3,20,351,6,117,0,0,0,1,0,14,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-06 07:36:29.12545","2022-03-06 07:36:29.12545"
280,"microsoft/SmartKG",160,727,192,36091,6479,226,40,8,25,NULL,2,9,5,30,8,332,143,35,0,3,14,33,25,22,0,0,0,0,148,42,3871,0,1,2,512788,0,25,727,0,7,0,119,0,6296,35,18,108,115,6,6,0,0,0,1,5051,47,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,119,1,3,0,0,0,0,0,0,0,"2022-03-06 07:38:39.523545","2022-03-06 07:38:39.523545"
281,"MicrosoftDocs/office-365-management-api.es-ES",122,1227,23,7003,2632,57,22,2,27,NULL,1,3,0,0,0,0,0,1,0,1,2,2,2,0,0,0,0,1,1567,123,29,0,2,2,5743,0,7,1227,0,1,0,2,0,1588,1,2,9,6,4,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-06 07:47:44.679238","2022-03-06 07:47:44.679238"
282,"spacetelescope/jupyter-docker-stacks",229,1138,592,242749,105868,1060,462,4,54,NULL,3,13,7,25,5,1233,639,6,0,1,18,36,0,0,0,0,0,0,299,34,131,0,1,2,37507,0,7,1138,0,4,0,0,0,3594,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 07:49:59.714471","2022-03-06 07:49:59.714471"
283,"HGustavs/LenaSYS",19910,2911,16,10756339,6149920,540,309,3,70,NULL,31,237,0,0,0,0,0,19,0,2,12713,11205,174,9158,0,0,0,1,153,42,216,3,20,93,63682,0,1136,2911,0,7,3,37,0,8474,19,2,27,26,13,13,0,0,0,1,169,84,1,0,0,1,1,15,15,0,42,18,0,0,0,NULL,37,1,3,0,0,0,0,0,0,0,"2022-03-06 11:06:48.07138","2022-03-06 11:06:48.07138"
284,"Azure/azure-functions-language-worker-protobuf",68,1516,18,1396,252,21,4,1,73,NULL,1,4,20,2,2,15,4,20,0,2,55,68,6,6,0,0,0,0,186,41,219,0,1,2,79,1,15,1516,0,0,9,25,0,5545,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,140,40,0,0,0,NULL,25,1,1,0,0,0,0,0,0,0,"2022-03-06 11:07:49.855289","2022-03-06 11:07:49.855289"
285,"Azure-Samples/app-service-dotnet-configure-deployment-sources-for-web-apps-async",29,1790,412,60827,25046,2097,864,7,25,NULL,1,3,11,2,1,2180,886,1,0,1,0,1,1,1,1,0,0,0,0,75,2197,0,1,1,28218,0,2,1790,0,7,0,0,0,1819,1,1,1,1,1,1,0,0,0,1,2197,75,1,1,0,1,1,4,4,290,0,82,1,72,28314153,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 13:01:47.788891","2022-03-06 13:01:47.788891"
286,"spacetelescope/acsql",237,1847,1118,90978,27202,384,115,6,69,NULL,4,15,3,74,10,245,105,1,0,1,26,33,9,53,1,0,0,0,1410,37,238,0,1,4,176858,0,1,1847,0,6,0,5,0,2821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,249,22,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-06 13:04:08.230254","2022-03-06 13:04:08.230254"
287,"Azure/azure-functions-java-worker",364,1769,25,33614,19246,92,53,6,66,NULL,2,13,22,11,5,107,65,33,0,1,1150,527,88,274,0,0,0,2,318,44,1240,0,1,7,21872,3,108,1769,0,4,72,64,61,6437,36,4,263,13,65,3,0,1,0,3,410,32,2,0,0,1,1,34,34,0,243,37,0,0,0,NULL,64,1,2,0,0,0,0,0,0,0,"2022-03-06 13:08:37.306888","2022-03-06 13:08:37.306888"
288,"Clase8181/trabsys",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,1635,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 13:08:45.744735","2022-03-06 13:08:45.744735"
289,"MikroBayileri/Paylasimlar",62,1557,1455,417,189,7,3,1,36,NULL,16,33,4,15,1,7,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19302,0,1,1557,0,1,0,2,0,422,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-06 13:09:34.157646","2022-03-06 13:09:34.157646"
290,"Azure/customResourceProviders",3,1055,1055,365,0,122,0,1,14,NULL,3,3,2,1,1,121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1055,0,0,0,1,0,930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 13:09:48.650398","2022-03-06 13:09:48.650398"
291,"MicrosoftDocs/dynamics365smb-docs-pr.en-in",27,1796,95,67524,66467,2501,2462,25,69,NULL,1,3,10,2,1,2500,2461,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,0,6,1796,0,1,0,2,0,10906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-06 13:10:19.944729","2022-03-06 13:10:19.944729"
292,"Azure-Samples/monitor-dotnet-autoscale-based-on-performance",7,939,412,35806,93,5115,13,15,18,NULL,1,2,3,2,1,5115,13,0,0,0,0,1,1,1,1,0,0,0,0,75,2176,0,1,1,27571,0,2,992,0,7,0,0,0,1891,0,1,1,1,1,1,0,0,0,1,2176,75,1,1,0,1,1,2,2,12,0,86,1,6,28306144,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 13:37:12.508871","2022-03-06 13:37:12.508871"
293,"MicrosoftDocs/E2E_Test_ServiceAccount",4,1516,1502,543,3,136,1,4,63,NULL,2,2,1,4,2,135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,1516,0,1,0,2,0,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-06 13:37:23.861725","2022-03-06 13:37:23.861725"
294,"githubteacher/ghfd-zalando-class",225,2134,2132,1402,118,6,1,2,48,NULL,75,220,42,2,1,3,0,4,0,2,219,104,10,1,0,0,0,2,79,19,28,0,52,103,85,0,38,2134,0,2,0,10,0,57,4,9,30,4,3,0,0,1,0,1,18,19,1,0,0,1,9,0,0,0,0,0,0,0,0,NULL,10,10,10,0,0,0,0,0,0,0,"2022-03-06 13:39:35.062763","2022-03-06 13:39:35.062763"
295,"a8cteam51/movabletype-importer-fixers",13,738,591,2192,160,169,12,2,56,NULL,2,3,4,2,1,114,13,0,0,0,4,2,0,0,0,0,0,2,94,77,0,0,1,1,15,3,3,738,1,1,0,1,0,5958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 13:39:51.264285","2022-03-06 13:39:51.264285"
296,"Azure-Samples/iot-hub-c-huzzah-getstartedkit",72,2167,1152,4337,1312,60,18,2,50,NULL,2,7,12,5,2,70,26,25,0,1,31,23,10,5,0,0,0,1,177,45,614,0,1,4,10370,0,2,2194,0,4,0,47,0,40448,25,2,44,5,22,2,0,1,0,1,312,51,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,47,1,2,0,0,0,0,0,0,0,"2022-03-06 13:40:42.246541","2022-03-06 13:40:42.246541"
297,"MicrosoftDocs/Dynamics-365-Operations.ru-ru",1043,1838,3,1929545,1288672,1850,1236,50,35,NULL,2,18,0,0,0,0,0,5,0,2,26,22,0,0,0,0,0,1,41846,36,57,0,1,2,99001,0,8,1838,0,1,0,3,0,379,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-06 13:56:44.472007","2022-03-06 13:56:44.472007"
298,"eVisit/opentok-react-native",375,1459,305,54304,31497,145,84,3,49,NULL,3,17,23,9,3,123,52,0,0,0,0,2,0,0,0,0,0,0,0,17,452,0,2,2,920,0,32,877,1,5,0,0,0,5556,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,NULL,0,0,0,4,0.05703703703703704,0,0.05703703703703704,0,0,0,"2022-03-06 14:00:59.888966","2022-03-06 14:00:59.888966"
299,"Azure-Samples/Cognitive-Services-Using-With-MSI",5,919,919,459,0,92,0,1,14,NULL,5,5,2,2,1,91,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,919,0,0,0,0,0,3278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 14:01:14.837007","2022-03-06 14:01:14.837007"
300,"MicrosoftDocs/mixed-reality.zh-TW",319,1060,109,122115,56222,383,176,6,25,NULL,2,6,7,45,10,384,176,6,0,1,3,2,2,0,0,0,0,1,97,32,71,0,1,1,10235,0,4,1060,0,1,0,5,0,410,6,2,18,15,9,7,0,1,0,1,71,32,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,5,1,2,0,0,0,0,0,0,0,"2022-03-06 14:04:44.371777","2022-03-06 14:04:44.371777"
301,"microsoft/CsWinRT",723,885,2,255696,83001,354,115,6,140,NULL,2,15,28,23,9,444,221,58,0,2,2041,1109,110,780,0,0,0,1,410,54,606,1,2,20,6050,6,91,885,0,5,3,331,0,6689,62,9,5843,3321,649,369,0,2,10,7,676,46,6,0,0,1,1,29,29,718,3717,19,5,4,238914,NULL,331,1,21,0,0,0,0,0,0,0,"2022-03-06 14:13:22.661147","2022-03-06 14:13:22.661147"
302,"MicrosoftDocs/mooncaketest",92,1818,1678,813733,1476237,8845,16046,49,38,NULL,6,21,3,22,3,11567,10250,6,0,1,33,17,3,0,0,0,0,1,52096,16,16,0,1,4,500206,0,2,1818,0,2,0,3,0,181,6,2,175709,46203,87854,23101,0,4,0,5,0,13,9354,0,0,1,1,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-06 14:15:04.381867","2022-03-06 14:15:04.381867"
303,"browserstack/browserstack-examples-testcafe",2,362,340,1205,2,603,1,12,47,NULL,1,1,2,1,1,602,1,1,0,1,0,3,0,0,0,0,0,0,0,27,19,0,1,2,46791,0,3,362,0,2,0,0,0,19074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 14:15:16.303376","2022-03-06 14:15:16.303376"
304,"rtCamp/automate-slack-invite-gravityforms",33,2329,921,2407,612,73,19,2,42,NULL,3,10,0,0,0,0,0,6,0,1,6,11,4,0,0,0,0,0,225,35,212,0,1,2,34,0,1,2329,0,2,0,4,0,3113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-06 14:15:42.108942","2022-03-06 14:15:42.108942"
305,"Azure/azure-mobile-apps-net-client",1214,3180,170,404391,241100,333,199,10,75,NULL,3,16,37,22,7,492,448,100,0,2,1871,568,2,272,0,0,0,3,474,54,744,0,1,6,5563,0,2,2306,0,1,0,144,0,4515,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,183,7,0,0,0,NULL,144,1,2,0,0,0,0,0,0,0,"2022-03-06 14:30:27.467212","2022-03-06 14:30:27.467212"
306,"prof3ssorSt3v3/mad9022-shared-repo",97,54,35,266,4,3,0,1,58,NULL,19,44,0,0,0,0,0,3,0,2,4,47,1,0,0,0,0,0,50,16,18,0,9,21,70,0,42,54,0,0,0,0,0,289,3,1,2,0,2,0,0,0,0,1,0,13,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 14:31:31.146658","2022-03-06 14:31:31.146658"
307,"microsoftgraph/msgraph-training-xamarin.fr-FR",21,1047,30,19540,2345,930,112,10,23,NULL,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11196,0,4,1047,0,0,0,1,0,1322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 14:31:55.692103","2022-03-06 14:31:55.692103"
308,"MicrosoftDocs/winncancelbuildtest0226.eu-es",2,1409,1111,574,42,287,21,5,103,NULL,1,1,1,2,2,287,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1409,0,1,0,1,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 14:32:09.736555","2022-03-06 14:32:09.736555"
309,"Azure-Samples/azure-mobile-apps-ios-objc-quickstart",4,1803,1797,8568,0,2142,0,23,14,NULL,2,3,2,1,1,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6346,0,1,1803,0,1,0,1,0,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 14:32:30.507602","2022-03-06 14:32:30.507602"
310,"xdaiISU/ds202_lab1",53,199,180,15656,138,295,3,3,29,NULL,5,25,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,22,0,0,1,1,6814,0,1,199,0,1,0,0,0,265,3,1,23,0,23,0,0,0,0,1,0,22,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 14:33:14.642197","2022-03-06 14:33:14.642197"
311,"Havoc-Devices/android_vendor_OTA",629,1103,849,12421,10156,20,16,2,29,NULL,4,21,42,13,8,19,15,24,0,3,11,193,0,0,0,0,0,0,25,20,10,0,2,9,569,0,1,1103,0,0,0,5,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-06 14:38:56.711017","2022-03-06 14:38:56.711017"
312,"microsoft/LeadingConversationalSearchbySuggestingUsefulQuestions",10,775,671,493,51,49,5,1,25,NULL,3,5,2,2,1,27,0,5,0,1,0,1,0,0,0,0,0,0,0,16,8,0,1,1,14,0,1,775,0,0,0,28,5,1342,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,25,1,6,3483,NULL,28,1,2,0,0,0,0,0,0,0,"2022-03-06 14:39:12.55175","2022-03-06 14:39:12.55175"
313,"Musvage/The-Second-Sengoku",4253,966,2,3165306,1674157,744,394,9,42,NULL,6,105,0,0,0,0,0,0,0,0,2,37,0,2,0,0,0,0,13,22,35,0,1,3,1735357,0,9,966,0,3,1,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-06 15:26:55.436525","2022-03-06 15:26:55.436525"
314,"Azure-Samples/azure-cosmos-db-cassandra-python-getting-started",32,1579,515,566,271,18,8,1,31,NULL,3,8,8,3,1,19,8,6,0,1,6,9,5,0,0,0,0,0,92,30,952,0,1,1,31,0,2,1579,0,1,0,6,0,2244,6,2,3,3,1,1,0,0,0,1,1114,25,1,0,0,1,1,7,7,368,0,55,1,52,2449,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-06 15:27:26.14658","2022-03-06 15:27:26.14658"
315,"heena3443/Spring2021-cs3443-01",149,359,347,371,201,2,1,1,69,NULL,17,73,0,0,0,0,0,15,0,6,1,69,1,0,0,0,0,0,23,28,57,0,9,38,117,0,6,359,0,1,0,0,0,166,15,1,1,0,1,0,0,0,0,1,56,29,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 15:28:55.976844","2022-03-06 15:28:55.976844"
316,"profcase/18f-06-collaboration",262,1233,1229,2373,1659,9,6,2,43,NULL,52,190,32,3,1,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,1233,0,0,0,0,0,3664,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 15:31:27.415232","2022-03-06 15:31:27.415232"
317,"Azure/ObjectDetectionUsingCntk",36,1963,1444,7428,2001,206,56,13,32,NULL,2,6,0,0,0,0,0,59,0,3,52,39,19,0,0,0,0,1,252,35,637,0,1,3,364600,0,1,1976,0,1,0,126,0,37555,61,2,93,1,46,0,0,0,0,1,105,25,4,0,0,1,1,0,0,0,0,0,0,0,0,NULL,126,1,2,0,0,0,0,0,0,0,"2022-03-06 15:32:10.221558","2022-03-06 15:32:10.221558"
318,"Azure/GBB-OSS",4,1545,1545,731,0,183,0,1,14,NULL,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1545,0,0,0,1,0,2052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 15:32:22.541537","2022-03-06 15:32:22.541537"
319,"githubteacher/gh-devs-102115",181,2327,2327,869,109,5,1,2,49,NULL,181,181,33,3,1,2,0,5,0,4,98,71,9,8,0,0,0,1,39,24,30,0,71,71,866,0,35,2327,0,0,0,1,0,17,5,6,37,5,6,0,0,0,0,1,15,18,1,0,0,1,6,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 15:34:17.540948","2022-03-06 15:34:17.540948"
320,"githubteacher/developers-dec-2015",158,2274,2267,475,155,3,1,1,49,NULL,53,113,31,3,1,2,0,0,0,0,79,83,14,4,0,0,0,0,41,24,67,0,41,78,63,0,52,2274,0,0,0,1,0,266,0,3,13,3,4,1,0,1,0,1,108,22,1,0,0,1,3,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-06 15:36:34.844199","2022-03-06 15:36:34.844199"
321,"Azure/custom-ai-on-azure",124,1439,1388,1392,616,11,5,1,17,NULL,8,27,3,38,3,10,4,1,0,1,0,1,0,0,0,0,0,0,0,8,0,0,1,1,282,0,2,1439,0,1,0,6,0,6478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,2,0,0,0,0,0,0,0,"2022-03-06 15:38:31.569321","2022-03-06 15:38:31.569321"
322,"Schibsted-ADA/boot2docker-vagrant-box",72,2983,2636,612,325,9,5,2,69,NULL,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,2,2644,0,2,0,0,0,1667,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 15:39:14.384953","2022-03-06 15:39:14.384953"
323,"technicalvgda/Adagio",460,2222,2010,374571,169204,814,368,27,129,NULL,5,29,17,15,4,589,527,1,0,1,3,128,20,0,0,0,0,0,148,23,246,0,2,6,839465,0,125,2222,0,1,0,0,0,0,1,20,3797,268,189,13,0,0,0,1,244,24,10,0,0,1,2,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 15:44:26.104323","2022-03-06 15:44:26.104323"
324,"CS6620-S21/Implied-Role-Assignment-for-Kubernetes",60,388,311,8585,371,143,6,4,34,NULL,3,13,0,0,0,0,0,1,0,1,4,8,0,0,0,0,0,0,71,19,9,0,1,3,196,0,2,388,0,3,0,0,0,9162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 15:45:11.032219","2022-03-06 15:45:11.032219"
325,"newtfire/introDH-Hub",117,561,3,1678638,684868,14347,5854,14,30,NULL,2,7,6,18,6,17194,8322,4,0,1,351,50,4,2,0,0,0,7,538,37,559,0,1,4,64563,0,1,561,1,5,0,5,104,2841,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,3,2,0.004537037037037037,0.004537037037037037,0,0,1,0,"2022-03-06 15:46:46.564292","2022-03-06 15:46:46.564292"
326,"Azure/app-service-windows-containers",22,1304,158,174850,46764,7948,2126,24,46,NULL,2,4,3,5,2,8036,2767,7,0,1,2,4,0,0,0,0,0,0,41,51,27,0,1,1,1417,0,2,1304,0,6,0,26,0,2052,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,26,1,3,0,0,0,0,0,0,0,"2022-03-06 15:47:13.276944","2022-03-06 15:47:13.276944"
327,"MicrosoftDocs/office-365-management-api.zh-CN",121,1227,23,6991,2620,58,22,2,27,NULL,1,3,4,30,20,58,21,2,0,1,2,2,2,0,0,0,0,1,1564,123,29,0,2,2,5432,0,6,1227,0,1,0,4,0,1216,2,2,9,6,4,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-06 15:48:34.061018","2022-03-06 15:48:34.061018"
328,"Azure-Samples/app-service-web-nodejs-manage",33,2113,906,1343,197,41,6,1,30,NULL,3,6,4,6,2,29,4,7,0,1,11,8,1,0,0,0,0,1,44,22,16,0,1,1,18,0,1,2113,0,1,0,3,0,4877,7,1,1,1,1,1,0,0,0,1,130,24,1,0,0,1,1,1,1,304,0,34,1,304,8723,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-06 15:49:09.832157","2022-03-06 15:49:09.832157"
329,"juleswhite/CSX278_Ex5",40,1993,1991,11067,90,277,2,5,30,NULL,20,30,16,1,1,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,34,1993,0,1,0,0,0,10894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-06 15:49:37.390881","2022-03-06 15:49:37.390881"
